Line in Master,Company,Industry,Code,Metrics,Reported,Quantitative,MonetaryLoss
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-160a.3,Percentage of (1) proved and (2) probable reserves in or near sites with protected conservation status or endangered species habitat,0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210a.2,Percentage of (1) proved and (2) probable reserves in or near indigenous land,0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210a.3,"Discussion of engagement processes and due diligence practices with respect to human rights, indigenous rights, and operation in areas of conflict",0,0.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210b.1,Discussion of process to manage risks and opportunities associated with community rights and interests,0,0.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210b.2,Number and duration of non-technical delays,0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), and (4) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",1,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-320a.2,Discussion of management systems used to integrate a culture of safety throughout the exploration and production lifecycle,1,0.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.1,Sensitivity of hydrocarbon reserve levels to future price projection scenarios that account for a price on carbon emissions,0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.2,Estimated carbon dioxide emissions embedded in proved hydrocarbon reserves,0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.3,"Amount invested in renewable energy, revenue generated by renewable energy sales",0,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.4,"Discussion of how price and demand for hydrocarbons and/or climate regulation influence the capital expenditure strategy for exploration, acquisition, and development of assets",1,0.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-510a.1,Percentage of (1) proved and (2) probable reserves in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,1,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-510a.2,Description of the management system for prevention of corruption and bribery throughout the value chain,1,0.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,1,0.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-540a.1,Process Safety Event (PSE) rates for Loss of Primary Containment (LOPC) of greater consequence (Tier 1),1,1.0,
786.0,VAALCO Energy Inc,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-540a.2,Description of management systems used to identify and mitigate catastrophic and tail-end risks,1,0.0,
787.0,Vail Resorts Inc,LEISURE FACILITIES,SV-LF-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
787.0,Vail Resorts Inc,LEISURE FACILITIES,SV-LF-250a.1,(1) Fatality rate and (2) injury rate for customers,0,1.0,
787.0,Vail Resorts Inc,LEISURE FACILITIES,SV-LF-250a.2,"Percentage of facilities inspected for safety, percentage of facilities that failed inspection",0,1.0,
787.0,Vail Resorts Inc,LEISURE FACILITIES,SV-LF-320a.1,(1) Total recordable incident rate (TRIR) and (2) near miss frequency rate (NMFR) for (a) permanent employees and (b) seasonal employees,0,1.0,
797.0,ViacomCBS Inc,MEDIA & ENTERTAINMENT,SV-ME-260a.1,"Percentage of gender and racial/ethnic group representation for (1) management, (2) professionals, and (3) all other employees",1,1.0,
797.0,ViacomCBS Inc,MEDIA & ENTERTAINMENT,SV-ME-260a.2,Description of policies and procedures to ensuring pluralism in news media content,1,0.0,
797.0,ViacomCBS Inc,MEDIA & ENTERTAINMENT,SV-ME-270a.1,Total amount of monetary losses as a result of legal proceedings associated with libel or slander,0,1.0,1.0
797.0,ViacomCBS Inc,MEDIA & ENTERTAINMENT,SV-ME-270a.2,Revenue from embedded advertising,0,1.0,
797.0,ViacomCBS Inc,MEDIA & ENTERTAINMENT,SV-ME-270a.3,"Description of approach for ensuring journalistic integrity of news programming related to: (1) truthfulness, accuracy, objectivity, fairness, and accountability, (2) independence of content and/or transparency of potential bias, and (3) protection of privacy and limitation of harm",1,0.0,
797.0,ViacomCBS Inc,MEDIA & ENTERTAINMENT,SV-ME-520a.1,Description of approach to ensuring intellectual property (IP) protection,1,0.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",0,1.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-130a.2,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",0,1.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-130a.3,Discussion of the integration of environmental considerations into strategic planning for data center needs,0,0.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.1,Description of policies and practices relating to behavioral advertising and user privacy,1,0.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.2,Number of users whose information is used for secondary purposes,0,1.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.3,Total amount of monetary losses as a result of legal proceedings associated with user privacy,0,1.0,1.0
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.4,"(1) Number of law enforcement requests for user information, (2) number of users whose information was requested, (3) percentage resulting in disclosure",0,1.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.5,"List of countries where core products or services are subject to government-required monitoring, blocking, content filtering, or censoring",0,0.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-220a.6,"Number of government requests to remove content, percentage compliance with requests",0,1.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of users affected",0,1.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-230a.2,"Description of approach to identifying and addressing data security risks, including use of third-party cybersecurity standards",1,0.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-330a.1,Percentage of employees that are foreign nationals,0,1.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-330a.2,Employee engagement as a percentage,0,1.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-330a.3,"Percentage of gender and racial/ethnic group representation for (1) management, (2) technical staff, and (3) all other employees",1,1.0,
797.0,ViacomCBS Inc,INTERNET MEDIA & SERVICES,TC-IM-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,1,1.0,1.0
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-220a.1,Description of policies and practices relating to behavioral advertising and customer privacy,1,0.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-220a.2,Number of customers whose information is used for secondary purposes,0,1.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-220a.3,Total amount of monetary losses as a result of legal proceedings associated with customer privacy,0,1.0,1.0
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-220a.4,"(1) Number of law enforcement requests for customer information, (2) number of customers whose information was requested, (3) percentage resulting in disclosure",0,1.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of customers affected",0,1.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-230a.2,"Description of approach to identifying and addressing data security risks, including use of third-party cybersecurity standards",1,0.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-440a.1,"(1) Materials recovered through take back programs, percentage of recovered materials that were (2) reused, (3) recycled, and (4) landfilled",2,1.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,0,1.0,1.0
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-520a.2,Average actual sustained download speed of (1) owned and commercially-associated content and (2) non-associated content,0,1.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-520a.3,"Description of risks and opportunities associated with net neutrality, paid peering, zero rating, and related practices",0,0.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-550a.1,(1) System average interruption frequency and (2) customer average interruption duration,0,1.0,
797.0,ViacomCBS Inc,TELECOMMUNICATION SERVICES,TC-TL-550a.2,Discussion of systems to provide unimpeded service during service interruptions,0,0.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-130a.2,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-130a.3,Discussion of the integration of environmental considerations into strategic planning for data center needs,1,0.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-220a.1,Description of policies and practices relating to behavioral advertising and user privacy,1,0.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-220a.2,Number of users whose information is used for secondary purposes,0,1.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-220a.3,Total amount of monetary losses as a result of legal proceedings associated with user privacy,0,1.0,1.0
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-220a.4,"(1) Number of law enforcement requests for user information, (2) number of users whose information was requested, (3) percentage resulting in disclosure",0,1.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-220a.5,"List of countries where core products or services are subject to government-required monitoring, blocking, content filtering, or censoring",0,0.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of users affected",0,1.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-230a.2,"Description of approach to identifying and addressing data security risks, including use of third-party cybersecurity standards",1,0.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-330a.1,Percentage of employees that are (1) foreign nationals and (2) located offshore,0,1.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-330a.2,Employee engagement as a percentage,0,1.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-330a.3,"Percentage of gender and racial/ethnic group representation for (1) management, (2) technical staff, and (3) all other employees",1,1.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,0,1.0,1.0
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-550a.1,Number of (1) performance issues and (2) service disruptions; (3) total customer downtime,0,1.0,
800.0,Visa Inc,SOFTWARE & IT SERVICES,TC-SI-550a.2,Description of business continuity risks related to disruptions of operations,0,0.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-110a.1,"(1) Gross global Scope 1 emissions, percentage covered under (2) emissions-limiting regulations, and (3) emissions-reporting regulations",1,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-110a.2,Greenhouse gas (GHG) emissions associated with power deliveries,0,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-110a.3,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-110a.4,(1) Number of customers served in markets subject to renewable portfolio standards (RPS) and (2) percentage fulfillment of RPS target by market,1,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-120a.1,"Air emissions of the following pollutants: (1) NOx (excluding N2O), (2) SOx, (3) particulate matter (PM10), (4) lead (Pb), and (5) mercury (Hg); percentage of each in or near areas of dense population",1,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-140a.2,"Number of incidents of non-compliance associated with water quantity and/or quality permits, standards, and regulations",1,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-140a.3,Description of water management risks and discussion of strategies and practices to mitigate those risks,1,0.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-150a.1,"Amount of coal combustion residuals (CCR) generated, percentage recycled",1,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-150a.2,"Total number of coal combustion residual (CCR) impoundments, broken down by hazard potential classification and structural integrity assessment",1,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-240a.1,"Average retail electric rate for (1) residential, (2) commercial, and (3) industrial customers",0,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-240a.2,"Typical monthly electric bill for residential customers for (1) 500 kWh and (2) 1,000 kWh of electricity delivered per month",0,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-240a.3,"Number of residential customer electric disconnections for non-payment, percentage reconnected within 30 days",0,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-240a.4,"Discussion of impact of external factors on customer affordability of electricity, including the economic conditions of the service territory",0,0.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, and (3) near miss frequency rate (NMFR)",1,1.0,
802.0,Vistra Corp,ELECTRIC UTILITIES & POWER,IF-EU-420a.1,Percentage of electric utility revenues from rate structures that (1) are decoupled and (2) contain a lost revenue adjustment mechanism (LRAM),0,1.0,
