PERMNO,date,NAMEENDT,NCUSIP,TICKER,COMNAM,CUSIP,BIDLO,ASKHI,PRC,BID,ASK,OPENPRC
19285,1/19/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,40.2,40.98,40.37,40.36,40.37,40.7
19285,1/20/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,39.69,40.41,40.04,40.01,40.03,40.41
19285,1/21/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,39.21,40.4,39.74,39.74,39.75,40.4
19285,1/22/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,39.1,40.11,39.51,39.51,39.52,39.2
19285,1/25/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,37.2,39.0569,38.89,38.86,38.87,38.97
19285,1/26/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,37.3,39.05,37.32,37.3,37.32,38.89
19285,1/27/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,34.21,36.78,36.23,36.23,36.24,36.6
19285,1/28/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.4207,38.45,38.2,38.19,38.2,36.81
19285,1/29/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,37.77,38.8,38.5,38.5,38.51,37.89
19285,2/1/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,38.55,39.45,38.66,38.65,38.66,39.2
19285,2/2/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,38.43,39.4,38.48,38.47,38.48,39.12
19285,2/3/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,37.9556,38.66,38.15,38.15,38.17,38.3
19285,2/4/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,37.86,38.53,38.33,38.29,38.33,38.37
19285,2/5/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,38,39.99,39.15,39.16,39.17,38
