PERMNO,date,NAMEENDT,NCUSIP,TICKER,COMNAM,CUSIP,BIDLO,ASKHI,PRC,BID,ASK,OPENPRC
19285,2/8/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,39.34,40.12,39.7,39.65,39.72,39.53
19285,2/9/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.95,38.28,37.25,37.25,37.29,37.1
19285,2/10/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.8,37.95,37.19,37.18,37.21,37.66
19285,2/11/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.63,37.475,37.2,37.29,37.33,37.3
19285,2/12/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.76,37.4,37.28,37.27,37.28,37
19285,2/16/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.775,37.525,37.41,37.38,37.39,37.46
19285,2/17/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.7,37.3689,37.24,37.24,37.25,37.23
19285,2/18/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.362,37.23,36.65,36.65,36.67,37.09
19285,2/19/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.96,37.76,37.64,37.64,37.65,37
19285,2/22/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,37.27,37.87,37.3,37.29,37.3,37.41
19285,2/23/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,35.82,37.19,37.1,37.08,37.09,36.83
19285,2/24/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.695,37.51,37.45,37.45,37.46,36.86
19285,2/25/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,35.94,37.27,36.14,36.15,36.17,37.07
19285,2/26/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.02,37,36.53,36.55,36.56,36.39
19285,3/1/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.72,37.565,37.2,37.21,37.22,36.76
19285,3/2/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.68,37.42,37.14,37.14,37.17,37.4
19285,3/3/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.63,37.578,37.12,37.11,37.12,36.85
19285,3/4/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,35.06,37.21,35.52,35.53,35.54,36.95
19285,3/5/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,34.75,37.04,36.94,36.92,36.94,36.12
19285,3/8/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,36.3,37.79,37.06,37.04,37.05,36.79
19285,3/9/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,37.1,37.71,37.12,37.11,37.12,37.35
19285,3/10/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,37.48,39.1,38.78,38.77,38.78,37.61
19285,3/11/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,38.61,39.57,39.23,39.21,39.22,39.27
19285,3/12/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,38.92,39.62,39.59,39.59,39.6,39
19285,3/15/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,39.1,39.74,39.6,39.58,39.59,39.22
19285,3/16/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,38.31,39.65,38.57,38.56,38.57,39.62
19285,3/17/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,38.43,39.36,39.35,39.35,39.36,38.81
19285,3/18/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,39.4,41.6,41,41,41.01,39.4
19285,3/19/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,40.5806,41.31,40.91,40.9,40.91,41.23
19285,3/22/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,39.85,41.69,41.41,41.41,41.42,40.62
19285,3/23/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,40.055,41.49,40.29,40.29,40.3,40.92
19285,3/24/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,40.13,41.23,40.14,40.13,40.14,40.5
19285,3/25/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,39.58,40.475,40.35,40.34,40.35,40.19
19285,3/26/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,39.83,41.14,41.09,41.07,41.08,40.82
19285,3/29/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,41.9517,42.98,42.34,42.33,42.34,42.21
19285,3/30/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,41.79,42.92,42.36,42.37,42.38,42.07
19285,3/31/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.03,43.48,42.22,42.19,42.22,43
19285,4/1/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,41.86,42.4,42.02,42.02,42.03,42.23
19285,4/5/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.33,42.92,42.58,42.58,42.59,42.39
19285,4/6/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.3,43.3,42.81,42.81,42.82,42.64
19285,4/7/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.14,42.84,42.69,42.69,42.7,42.56
19285,4/8/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.05,43,42.53,42.51,42.52,42.58
19285,4/9/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.26,43.06,42.75,42.74,42.75,42.85
19285,4/12/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.48,43.005,42.6,42.62,42.63,42.8
19285,4/13/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.24,43.37,43.16,43.15,43.16,42.49
19285,4/14/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.06,43.78,43.13,43.13,43.14,43.13
19285,4/15/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.7,43.77,43.59,43.59,43.6,43.2
19285,4/16/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.44,44.28,43.88,43.88,43.89,43.88
19285,4/19/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.67,44.645,43.87,43.88,43.89,44
19285,4/20/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.01,43.67,42.52,42.51,42.52,43.58
19285,4/21/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.2,43.125,43.06,43.06,43.07,42.5
19285,4/22/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.85,43.71,43.09,43.08,43.09,43.24
19285,4/23/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.07,44.56,44.47,44.46,44.47,43.36
19285,4/26/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,44.02,45.16,44.1,44.11,44.12,44.82
19285,4/27/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,44,45.04,44.96,44.95,44.96,44.15
19285,4/28/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,44.47,45.32,44.49,44.53,44.56,44.94
19285,4/29/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.39,44.88,44.15,44.15,44.16,43.97
19285,4/30/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.99,43.85,43.58,43.58,43.61,43.68
19285,5/3/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.18,44.19,43.46,43.46,43.49,44.12
19285,5/4/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.78,43.36,43.13,43.14,43.15,43.16
19285,5/5/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.15,43.78,43.27,43.25,43.27,43.47
19285,5/6/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.16,44.19,44.16,44.16,44.17,43.34
19285,5/7/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.87,45.265,44.84,44.83,44.84,44.12
19285,5/10/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,44.89,45.65,45.41,45.43,45.45,44.89
19285,5/11/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,44.01,45.12,44.5,44.49,44.5,45.12
19285,5/12/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.39,44.44,42.43,42.43,42.44,44.24
19285,5/13/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.51,43.64,43.25,43.24,43.25,42.68
19285,5/14/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.45,44.08,43.64,43.64,43.65,43.61
19285,5/17/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.46,44.33,44.17,44.17,44.2,43.52
19285,5/18/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.54,44.48,43.66,43.67,43.68,44.275
19285,5/19/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,42.7,43.63,43.44,43.45,43.46,43.24
19285,5/20/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.21,44.07,43.89,43.89,43.9,43.56
19285,5/21/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.87,44.72,43.88,43.88,43.89,44.17
19285,5/24/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,43.93,44.6799,44.38,44.4,44.41,44.08
19285,5/25/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,44.51,45.18,44.72,44.72,44.74,44.65
19285,5/26/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,44.525,45.03,44.72,44.72,44.73,44.78
19285,5/27/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,44.84,45.48,45.31,45.32,45.34,45.07
19285,5/28/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.41,46.13,45.93,45.94,45.95,45.695
19285,6/1/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,46.58,47.09,46.85,46.84,46.85,46.61
19285,6/2/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.91,46.935,46.05,46.04,46.05,46.76
19285,6/3/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.14,46.18,45.73,45.73,45.74,45.73
19285,6/4/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.76,46.05,45.89,45.87,45.88,45.95
19285,6/7/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.87,46.37,46.06,46.06,46.07,46.18
19285,6/8/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.79,46.46,46.36,46.36,46.37,46.2
19285,6/9/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.99,46.53,46.19,46.23,46.24,46.3
19285,6/10/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.78,46.63,45.86,45.87,45.88,46.41
19285,6/11/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.66,46.28,46.1,46.1,46.11,46.17
19285,6/14/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.7612,46.29,46.21,46.21,46.22,46.1
19285,6/15/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.82,46.6,46.53,46.52,46.53,46.29
19285,6/16/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,46.475,47.1325,46.91,46.9,46.91,46.73
19285,6/17/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.11,46.91,46.13,46.13,46.14,46.9
19285,6/18/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.02,45.86,45.05,45.05,45.06,45.43
19285,6/21/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.3,46.61,46.5,46.49,46.51,45.4
19285,6/22/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,46.01,46.7,46.11,46.11,46.12,46.6
19285,6/23/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.69,46.64,46.1,46.1,46.11,46.5
19285,6/24/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,45.95,46.39,46.22,46.21,46.22,46.25
19285,6/25/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,46.24,47.17,47.06,47.05,47.06,46.33
19285,6/28/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,46.675,47.94,47.88,47.87,47.89,47.06
19285,6/29/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,48.03,49.1,48.71,48.71,48.72,48.03
19285,6/30/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,48.25,48.99,48.6,48.57,48.58,48.46
19285,7/1/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,48.31,48.89,48.75,48.74,48.75,48.62
19285,7/2/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,48.44,48.9,48.52,48.51,48.53,48.8
19285,7/6/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,47.62,48.625,48.17,48.17,48.18,48.61
19285,7/7/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,48.02,49.055,48.83,48.83,48.84,48.2
19285,7/8/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,47.53,48.42,48.05,48.04,48.05,47.81
19285,7/9/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,48.21,48.865,48.27,48.26,48.27,48.55
19285,7/12/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,47.98,49.27,49.21,49.23,49.24,48.5
19285,7/13/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,49.02,49.615,49.23,49.25,49.26,49.09
19285,7/14/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,48.9,49.72,49,49.01,49.02,49.4
19285,7/15/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,48.51,49.675,49.56,49.56,49.57,48.73
19285,7/16/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,49,49.81,49.08,49.06,49.07,49.56
19285,7/19/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,47.6501,48.5,48.25,48.25,48.27,48.31
19285,7/20/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,48.3169,50.065,49.9,49.93,49.94,48.48
19285,7/21/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,49.94,50.59,50.45,50.44,50.45,50.02
19285,7/22/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,50.23,51.015,50.81,50.81,50.82,50.5
19285,7/23/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,50.94,51.96,51.9,51.9,51.91,50.96
19285,7/26/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.26,52.088,51.51,51.5,51.51,51.8
19285,7/27/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.2401,52.41,51.96,51.95,51.96,51.5
19285,7/28/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.53,52.3,51.57,51.62,51.63,51.87
19285,7/29/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.18,54.08,53.94,53.94,53.95,53.075
19285,7/30/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.96,55.51,55.25,55.25,55.26,54.22
19285,8/2/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.482,56.03,54.61,54.65,54.66,55.3
19285,8/3/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.98,57.25,57.18,57.17,57.18,54.99
19285,8/4/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.54,57.8999,57.04,57.02,57.03,56.6
19285,8/5/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.91,57.535,56.32,56.32,56.33,57.36
19285,8/6/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.855,56.82,56.38,56.37,56.38,56.52
19285,8/9/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.955,56.529,56.24,56.24,56.25,56.1
19285,8/10/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.26,57.5,56.61,56.61,56.62,56.4
19285,8/11/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.08,57.0266,56.89,56.87,56.89,56.78
19285,8/12/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.67,56.57,55.98,55.97,55.98,56.34
19285,8/13/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.74,56.25,56.15,56.14,56.15,55.94
19285,8/16/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.62,56.83,56.6,56.6,56.61,55.99
19285,8/17/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.37,56.14,55.15,55.14,55.15,55.95
19285,8/18/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.04,55.99,55.17,55.17,55.18,55.15
19285,8/19/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.23,55.98,55.25,55.24,55.25,54.3
19285,8/20/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.71,55.6,55.37,55.37,55.38,55.47
19285,8/23/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.35,56.165,55.88,55.88,55.89,55.86
19285,8/24/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.74,56.685,56.61,56.61,56.63,55.78
19285,8/25/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.43,58.0399,57.74,57.75,57.77,56.46
19285,8/26/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,57.155,57.975,57.38,57.36,57.37,57.65
19285,8/27/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,57.61,58.42,58.32,58.32,58.33,57.61
19285,8/30/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,58.02,58.89,58.03,58.03,58.04,58.52
19285,8/31/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.9401,58.01,57.6,57.59,57.6,58
19285,9/1/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.74,57.97,57.89,57.88,57.89,57.9
19285,9/2/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,57.47,58.29,57.92,57.92,57.94,58.15
19285,9/3/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,57.25,57.86,57.41,57.38,57.41,57.68
19285,9/7/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.0913,56.99,56.22,56.22,56.23,56.32
19285,9/8/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.79,56.95,56.66,56.65,56.66,56.08
19285,9/9/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.41,57.395,56.73,56.71,56.72,56.81
19285,9/10/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.4,57.23,56.43,56.43,56.44,57.16
19285,9/13/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.18,57.08,55.74,55.74,55.75,56.94
19285,9/14/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.59,56.035,54.98,54.99,55,56
19285,9/15/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.83,55.9,55.76,55.76,55.77,55.06
19285,9/16/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.69,55.86,55.07,55.07,55.08,55.67
19285,9/17/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.57,55.08,55,55,55.01,54.77
19285,9/20/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.06,54.6,53.82,53.8,53.81,53.95
19285,9/21/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.67,54.16,51.69,51.68,51.69,54.11
19285,9/22/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.09,53.12,52.59,52.59,52.6,52.17
19285,9/23/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.98,54.175,53.49,53.49,53.5,52.98
19285,9/24/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.81,53.46,53.12,53.12,53.13,52.89
19285,9/27/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.275,53.14,52.37,52.36,52.37,53.09
19285,9/28/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.31,52.18,51.96,51.95,51.96,51.77
19285,9/29/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.2,53.07,52.85,52.85,52.86,52.27
19285,9/30/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.73,53.68,51.76,51.73,51.74,53.14
19285,10/1/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.125,52.75,52.46,52.44,52.46,51.86
19285,10/4/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.56,52.52,52.33,52.34,52.35,52.06
19285,10/5/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.29,53.425,52.82,52.81,52.82,52.62
19285,10/6/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.61,52.71,52.61,52.61,52.62,52.13
19285,10/7/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.24,53.98,53.35,53.33,53.34,53.24
19285,10/8/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.46,53.21,51.5,51.51,51.52,52.94
19285,10/11/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.1013,51.95,51.25,51.25,51.26,51.36
19285,10/12/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,50.08,51.44,50.3,50.26,50.27,51.285
19285,10/13/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,49.93,50.97,50.73,50.73,50.76,50.67
19285,10/14/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.29,53.05,53.01,53.01,53.02,51.37
19285,10/15/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.06,53.92,53.43,53.42,53.43,53.57
19285,10/18/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.91,54.02,53.98,53.98,53.99,52.98
19285,10/19/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.39,54.49,53.97,53.97,53.98,54.4
19285,10/20/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.72,54.58,54.02,54.03,54.04,54.22
19285,10/21/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.53,54.34,54.32,54.32,54.33,53.79
19285,10/22/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.39,55.1,54.66,54.64,54.65,54.77
19285,10/25/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.35,55.34,54.6,54.6,54.61,54.12
19285,10/26/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.68,54.88,53.73,53.74,53.75,54.7
19285,10/27/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.09,54.3,53.16,53.16,53.2,53.66
19285,10/28/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.63,54.505,54.42,54.41,54.42,53.21
19285,10/29/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.04,54.08,52.23,52.24,52.25,53.56
19285,11/1/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.86,52.67,52.17,52.18,52.2,52.35
19285,11/2/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.87,53.03,52.4,52.41,52.42,52.49
19285,11/3/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.18,52.5,51.97,51.97,51.98,51.95
19285,11/4/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,51.92,53.02,52.97,52.98,53.01,51.92
19285,11/5/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.42,53.445,52.79,52.79,52.83,53.21
19285,11/8/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.37,53.42,53.34,53.34,53.35,52.98
19285,11/9/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.5,54.86,54.81,54.83,54.84,53.57
19285,11/10/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.41,55.06,54.63,54.62,54.64,54.94
19285,11/11/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.91,54.88,54.5,54.5,54.51,54.79
19285,11/12/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.68,56.16,56.12,56.14,56.15,54.9
19285,11/15/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.5,56.3299,55.7,55.69,55.7,56.06
19285,11/16/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.5,56.63,56.26,56.27,56.28,55.52
19285,11/17/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.92,56.54,56.12,56.13,56.14,56.5
19285,11/18/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.2,57.06,57.02,57,57.01,56.55
19285,11/19/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.93,57.97,57.15,57.12,57.13,56.965
19285,11/22/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,56.4,57.6,56.41,56.41,56.42,57.37
19285,11/23/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.52,56.61,54.87,54.86,54.87,56.3
19285,11/24/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.35,55.83,55.69,55.69,55.7,54.58
19285,11/26/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.62,55.66,55.38,55.35,55.37,54.82
19285,11/29/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.02,56.2,55.98,55.96,55.97,56.16
19285,11/30/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.66,56.04,54.12,54.09,54.1,55.87
19285,12/1/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.55,55.9,53.6,53.58,53.59,54.79
19285,12/2/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,53.95,55.7,55.52,55.53,55.54,53.95
19285,12/3/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.97,56.175,56.12,56.1,56.12,55.86
19285,12/6/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.65,56.505,55.85,55.83,55.84,56.37
19285,12/7/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.77,57.69,56.64,56.62,56.63,56.14
19285,12/8/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.97,56.675,56.44,56.44,56.45,56.6
19285,12/9/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,55.92,57.025,55.99,55.99,56,56.72
19285,12/10/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.55,55.84,55.51,55.5,55.51,55.06
19285,12/13/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,54.89,56.04,54.93,54.95,54.96,55.82
19285,12/14/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.9016,54.78,53.55,53.57,53.58,54.16
19285,12/15/2021,,14448C10,CARR,CARRIER GLOBAL CORP,14448C10,52.085,53.67,53.55,53.56,53.57,53.64
